"seed","merit_mean","merit_median","nutrients_consumed_mean","nutrients_consumed_median","nutrients_consumed_sd","moves_off_path_mean","moves_off_path_median","moves_off_path_sd","base_score_mean","base_score_median","base_score_sd","task_quality_mean","task_quality_median","task_quality_max","task_quality_min","task_quality_sd","coverage_mean","coverage_median","coverage_max","coverage_min","coverage_sd","seed_order","category"
156,1.272655839675e+25,1.114552e+22,580.75,509.5,163.552998545833,2,1,2,578.75,508.5,164.392568769597,0.570244666048237,0.554545454545455,0.656887755102041,0.515,0.062070193701143,0.572424339053803,0.557954545454545,0.658163265306122,0.515625,0.0615575044759128,188,"Pattern cycling"
83,3.02414599780825e+24,1.9341595e+22,575,540,126,18,18,0,557,522,126,0.555098562152134,0.560992578849722,0.640909090909091,0.4575,0.0762479857853189,0.573878130797774,0.582699443413729,0.661363636363636,0.46875,0.0804675929720474,189,"Pattern cycling"
94,1.2113361890525e+24,3.60416066e+22,605,493.5,281.314770319655,26.25,21,18.2460041287583,578.75,461.5,292.370056606349,0.542002261131725,0.536305658627087,0.630625,0.464772727272727,0.0784222622060951,0.571306528293135,0.562186920222635,0.638125,0.522727272727273,0.0568077158757764,190,"Pattern cycling"
176,2.55164000246102e+23,1.48361e+23,708.75,701,80.834707892093,175.5,171,38.6910842443062,533.25,521,56.9056236236806,0.544227446660482,0.592045454545455,0.60969387755102,0.383125,0.107727369308426,0.724331806586271,0.774373840445269,0.845454545454545,0.503125,0.152787061623727,191,"Pattern cycling"
181,3.6656125e+23,4.236645e+23,468.25,509.5,124.679255157651,11.25,7.5,13.1497781983829,457,502,116.054584858448,0.498721880797774,0.603153988868275,0.607954545454545,0.180625,0.212097763317876,0.51185383812616,0.612372448979592,0.642045454545455,0.180625,0.221261847130353,192,"Pattern cycling"
104,4.9514470725e+23,4.68153565e+23,643,567,232.747359455125,36.25,33,31.7004206070939,606.75,512.5,254.858620938486,0.578559253246753,0.582386363636364,0.61375,0.535714285714286,0.0404847116735051,0.620842126623377,0.627642045454545,0.647727272727273,0.580357142857143,0.0305851367714612,193,"Pattern cycling"
143,3.18603195031823e+27,8.13893555e+23,600.75,566.5,140.616203428576,2.25,1,2.5,598.5,563,140.196290963777,0.596885725881262,0.589993042671614,0.718181818181818,0.489375,0.0966188424715948,0.599349489795918,0.591198979591837,0.725,0.49,0.0992059912934911,194,"Pattern cycling"
196,5.6173349577555e+30,1.9678385e+25,752.75,735.5,189.419068029946,67,71,43.058100283222,685.75,632,205.457822111174,0.673287337662338,0.643506493506494,0.801136363636364,0.605,0.0874059919345899,0.748293135435993,0.727040816326531,0.921590909090909,0.6175,0.127927756951458,195,"Pattern cycling"
161,1.9321585e+25,2.096295e+25,771.75,670.5,248.872624716607,102.75,103,6.18465843842649,669,563.5,248.680517934156,0.644979128014842,0.646776437847866,0.65,0.636363636363636,0.0062711652976161,0.752005449907236,0.761931818181818,0.770408163265306,0.71375,0.0265098825366868,196,"Pattern cycling"
125,1.14084555076589e+27,3.12811015e+25,590.5,569,68.4227057829977,2,2,0,588.5,567,68.4227057829977,0.600195095083488,0.632386363636364,0.706632653061224,0.429375,0.121116032066431,0.602281713821892,0.634659090909091,0.709183673469388,0.430625,0.121678416281835,197,"Pattern cycling"
128,7.3527425e+26,7.262905e+26,796,685.5,265.167871356995,87,84,9.01849950564579,709,592.5,267.742413524641,0.682760609925788,0.684299628942486,0.693125,0.669318181818182,0.0114252834867677,0.77392422309833,0.778977272727273,0.793367346938776,0.744375,0.0229999626212945,198,"Pattern cycling"
119,7.436229975e+27,4.24140995e+27,466.25,582.5,282.84079738727,10.5,10,12.1518174223721,455.75,568,276.818081056856,0.529177295918367,0.680797773654916,0.723863636363636,0.03125,0.333650839300911,0.541804846938776,0.698666512059369,0.738636363636364,0.03125,0.341511274490984,199,"Pattern cycling"
157,2.6133000759768e+32,2.5015195e+28,763.75,605.5,409.681481966987,11.25,10,5.31507290636732,752.5,595.5,404.795009850665,0.701521915584416,0.714691558441558,0.84375,0.532954545454545,0.128656828610416,0.712248376623377,0.726542207792208,0.855,0.540909090909091,0.130436980923503,200,"Pattern cycling"
