"seed","map_idx","merit_mean","merit_median","merit_sd","nutrients_consumed_mean","nutrients_consumed_median","nutrients_consumed_sd","moves_off_path_mean","moves_off_path_median","moves_off_path_sd","base_score_mean","base_score_median","base_score_sd","seed_order","category"
79,2,197400,197400,0,297,297,0,133,133,0,164,164,0,125,"Loop"
79,3,101099,101099,0,504,504,0,349,349,0,155,155,0,125,"Loop"
80,0,698641,698641,0,187,187,0,6,6,0,181,181,0,159,"Spiraling"
80,1,2663490,2663490,0,205,205,0,6,6,0,199,199,0,159,"Spiraling"
80,2,11782100,11782100,0,223,223,0,4,4,0,219,219,0,159,"Spiraling"
80,3,16975.4,16975.4,0,144,144,0,13,13,0,131,131,0,159,"Spiraling"
81,0,5166.54,5166.54,0,180,180,0,65,65,0,115,115,0,36,"Pattern cycling"
81,1,35703.1,35703.1,0,155,155,0,14,14,0,141,141,0,36,"Pattern cycling"
81,2,5994.84,5994.84,0,191,191,0,74,74,0,117,117,0,36,"Pattern cycling"
81,3,3562.51,3562.51,0,156,156,0,46,46,0,110,110,0,36,"Pattern cycling"
82,0,1355.2,1355.2,0,127,127,0,30,30,0,97,97,0,21,"Pattern cycling"
82,1,1965.38,1965.38,0,116,116,0,14,14,0,102,102,0,21,"Pattern cycling"
82,2,2850.3,2850.3,0,132,132,0,25,25,0,107,107,0,21,"Pattern cycling"
82,3,412.462,412.462,0,101,101,0,20,20,0,81,81,0,21,"Pattern cycling"
83,0,330.003,330.003,0,97,97,0,19,19,0,78,78,0,18,"Pattern cycling"
83,1,1965.38,1965.38,0,108,108,0,6,6,0,102,102,0,18,"Pattern cycling"
83,2,1693.83,1693.83,0,107,107,0,7,7,0,100,100,0,18,"Pattern cycling"
83,3,196.109,196.109,0,95,95,0,24,24,0,71,71,0,18,"Pattern cycling"
84,0,24780600,24780600,0,234,234,0,5,5,0,229,229,0,182,"Spiraling"
84,1,2869060,2869060,0,205,205,0,5,5,0,200,200,0,182,"Spiraling"
84,2,10937900,10937900,0,222,222,0,4,4,0,218,218,0,182,"Spiraling"
84,3,3862730,3862730,0,213,213,0,9,9,0,204,204,0,182,"Spiraling"
85,0,18405900,18405900,0,246,246,0,21,21,0,225,225,0,172,"Plowing"
85,1,2131000,2131000,0,223,223,0,27,27,0,196,196,0,172,"Plowing"
85,2,415177,415177,0,212,212,0,38,38,0,174,174,0,172,"Plowing"
85,3,1469400,1469400,0,233,233,0,42,42,0,191,191,0,172,"Plowing"
86,0,4481990,4481990,0,246,246,0,40,40,0,206,206,0,115,"Plowing"
86,1,80887.6,80887.6,0,205,205,0,53,53,0,152,152,0,115,"Plowing"
86,2,41427,41427,0,195,195,0,52,52,0,143,143,0,115,"Plowing"
86,3,602111,602111,0,229,229,0,50,50,0,179,179,0,115,"Plowing"
87,0,101099,101099,0,191,191,0,36,36,0,155,155,0,73,"Pattern cycling"
87,1,60079.6,60079.6,0,176,176,0,28,28,0,148,148,0,73,"Pattern cycling"
87,2,22854.6,22854.6,0,165,165,0,30,30,0,135,135,0,73,"Pattern cycling"
87,3,0,0,0,76,76,0,139,139,0,-63,-63,0,73,"Pattern cycling"
88,0,108902,108902,0,183,183,0,27,27,0,156,156,0,89,"Pattern cycling"
88,1,246724,246724,0,193,193,0,26,26,0,167,167,0,89,"Pattern cycling"
88,2,35703.1,35703.1,0,160,160,0,19,19,0,141,141,0,89,"Pattern cycling"
88,3,13581.7,13581.7,0,163,163,0,35,35,0,128,128,0,89,"Pattern cycling"
89,0,15759.1,15759.1,0,158,158,0,28,28,0,130,130,0,79,"Reactive meandering"
89,1,101099,101099,0,183,183,0,28,28,0,155,155,0,79,"Reactive meandering"
89,2,44624.4,44624.4,0,175,175,0,31,31,0,144,144,0,79,"Reactive meandering"
89,3,284.407,284.407,0,108,108,0,32,32,0,76,76,0,79,"Reactive meandering"
90,0,1459.8,1459.8,0,101,101,0,3,3,0,98,98,0,15,"Pattern cycling"
90,1,747.642,747.642,0,97,97,0,8,8,0,89,89,0,15,"Pattern cycling"
90,2,1693.83,1693.83,0,103,103,0,3,3,0,100,100,0,15,"Pattern cycling"
90,3,0,0,0,6,6,0,1087,1087,0,-1081,-1081,0,15,"Pattern cycling"
91,0,60079.6,60079.6,0,156,156,0,8,8,0,148,148,0,134,"Pattern cycling"
91,1,212635,212635,0,186,186,0,21,21,0,165,165,0,134,"Pattern cycling"
91,2,698641,698641,0,196,196,0,15,15,0,181,181,0,134,"Pattern cycling"
91,3,0,0,0,50,50,0,1213,1213,0,-1163,-1163,0,134,"Pattern cycling"
92,0,1167.96,1167.96,0,100,100,0,5,5,0,95,95,0,16,"Pattern cycling"
92,1,2456.48,2456.48,0,116,116,0,11,11,0,105,105,0,16,"Pattern cycling"
92,2,1572.46,1572.46,0,103,103,0,4,4,0,99,99,0,16,"Pattern cycling"
92,3,382.909,382.909,0,94,94,0,14,14,0,80,80,0,16,"Pattern cycling"
93,0,2280.47,2280.47,0,108,108,0,4,4,0,104,104,0,22,"Pattern cycling"
93,1,698641,698641,0,190,190,0,9,9,0,181,181,0,22,"Pattern cycling"
93,2,1965.38,1965.38,0,107,107,0,5,5,0,102,102,0,22,"Pattern cycling"
93,3,2456.48,2456.48,0,120,120,0,15,15,0,105,105,0,22,"Pattern cycling"
94,0,2850.3,2850.3,0,130,130,0,23,23,0,107,107,0,27,"Pattern cycling"
94,1,4452.69,4452.69,0,127,127,0,14,14,0,113,113,0,27,"Pattern cycling"
94,2,7492.79,7492.79,0,138,138,0,18,18,0,120,120,0,27,"Pattern cycling"
94,3,412.462,412.462,0,93,93,0,12,12,0,81,81,0,27,"Pattern cycling"
95,0,286279,286279,0,212,212,0,43,43,0,169,169,0,143,"Pattern cycling"
95,1,447221,447221,0,222,222,0,47,47,0,175,175,0,143,"Pattern cycling"
95,2,11705.1,11705.1,0,174,174,0,48,48,0,126,126,0,143,"Pattern cycling"
95,3,183256,183256,0,209,209,0,46,46,0,163,163,0,143,"Pattern cycling"
96,0,3837.47,3837.47,0,237,237,0,126,126,0,111,111,0,30,"Reactive meandering"
96,1,15759.1,15759.1,0,186,186,0,56,56,0,130,130,0,30,"Reactive meandering"
96,2,867.504,867.504,0,230,230,0,139,139,0,91,91,0,30,"Reactive meandering"
96,3,10087.8,10087.8,0,204,204,0,80,80,0,124,124,0,30,"Reactive meandering"
97,0,13671000,13671000,0,231,231,0,10,10,0,221,221,0,180,"Spiraling"
97,1,9426670,9426670,0,225,225,0,9,9,0,216,216,0,180,"Spiraling"
97,2,24780600,24780600,0,239,239,0,10,10,0,229,229,0,180,"Spiraling"
97,3,0,0,0,30,30,0,999,999,0,-969,-969,0,180,"Spiraling"
98,0,69711.5,69711.5,0,192,192,0,42,42,0,150,150,0,112,"Pattern cycling"
98,1,6955.92,6955.92,0,161,161,0,42,42,0,119,119,0,112,"Pattern cycling"
98,2,10087.8,10087.8,0,155,155,0,31,31,0,124,124,0,112,"Pattern cycling"
98,3,183256,183256,0,215,215,0,52,52,0,163,163,0,112,"Pattern cycling"
99,0,12608.5,12608.5,0,142,142,0,15,15,0,127,127,0,24,"Pattern cycling"
99,1,3070.29,3070.29,0,131,131,0,23,23,0,108,108,0,24,"Pattern cycling"
99,2,2456.48,2456.48,0,129,129,0,24,24,0,105,105,0,24,"Pattern cycling"
99,3,0,0,0,9,9,0,1826,1826,0,-1817,-1817,0,24,"Pattern cycling"
100,0,5601930,5601930,0,246,246,0,37,37,0,209,209,0,156,"Plowing"
100,1,212635,212635,0,198,198,0,33,33,0,165,165,0,156,"Plowing"
100,2,558969,558969,0,216,216,0,38,38,0,178,178,0,156,"Plowing"
100,3,602111,602111,0,221,221,0,42,42,0,179,179,0,156,"Plowing"
101,0,4796.36,4796.36,0,139,139,0,25,25,0,114,114,0,149,"Pattern cycling"
101,1,415177,415177,0,200,200,0,26,26,0,174,174,0,149,"Pattern cycling"
101,2,35703.1,35703.1,0,172,172,0,31,31,0,141,141,0,149,"Pattern cycling"
101,3,1266380,1266380,0,264,264,0,75,75,0,189,189,0,149,"Pattern cycling"
102,0,24618.6,24618.6,0,169,169,0,33,33,0,136,136,0,131,"Pattern cycling"
102,1,197400,197400,0,199,199,0,35,35,0,164,164,0,131,"Pattern cycling"
102,2,33145,33145,0,171,171,0,31,31,0,140,140,0,131,"Pattern cycling"
102,3,246724,246724,0,202,202,0,35,35,0,167,167,0,131,"Pattern cycling"
103,0,48068.5,48068.5,0,187,187,0,42,42,0,145,145,0,105,"Pattern cycling"
103,1,126361,126361,0,193,193,0,35,35,0,158,158,0,105,"Pattern cycling"
103,2,38458.7,38458.7,0,180,180,0,38,38,0,142,142,0,105,"Pattern cycling"
103,3,60079.6,60079.6,0,227,227,0,79,79,0,148,148,0,105,"Pattern cycling"
104,0,10866.4,10866.4,0,135,135,0,10,10,0,125,125,0,102,"Pattern cycling"
104,1,48068.5,48068.5,0,154,154,0,9,9,0,145,145,0,102,"Pattern cycling"
104,2,51778.5,51778.5,0,157,157,0,11,11,0,146,146,0,102,"Pattern cycling"
104,3,146619,146619,0,182,182,0,22,22,0,160,160,0,102,"Pattern cycling"
105,0,447221,447221,0,194,194,0,19,19,0,175,175,0,87,"Pattern cycling"
105,1,8071.09,8071.09,0,130,130,0,9,9,0,121,121,0,87,"Pattern cycling"
105,2,18285.5,18285.5,0,138,138,0,6,6,0,132,132,0,87,"Pattern cycling"
105,3,51778.5,51778.5,0,167,167,0,21,21,0,146,146,0,87,"Pattern cycling"
106,0,117307,117307,0,184,184,0,27,27,0,157,157,0,82,"Pattern cycling"
106,1,30770.1,30770.1,0,182,182,0,43,43,0,139,139,0,82,"Pattern cycling"
106,2,22854.6,22854.6,0,182,182,0,47,47,0,135,135,0,82,"Pattern cycling"
106,3,51778.5,51778.5,0,200,200,0,54,54,0,146,146,0,82,"Pattern cycling"
107,0,33145,33145,0,221,221,0,81,81,0,140,140,0,97,"Loop"
107,1,38458.7,38458.7,0,273,273,0,131,131,0,142,142,0,97,"Loop"
107,2,265767,265767,0,517,517,0,349,349,0,168,168,0,97,"Loop"
107,3,48068.5,48068.5,0,503,503,0,358,358,0,145,145,0,97,"Loop"
108,0,8694.03,8694.03,0,166,166,0,44,44,0,122,122,0,46,"Plowing"
108,1,2646.07,2646.07,0,116,116,0,10,10,0,106,106,0,46,"Plowing"
108,2,48068.5,48068.5,0,160,160,0,15,15,0,145,145,0,46,"Plowing"
108,3,4133.65,4133.65,0,154,154,0,42,42,0,112,112,0,46,"Plowing"
109,0,33145,33145,0,220,220,0,80,80,0,140,140,0,92,"Loop"
109,1,38458.7,38458.7,0,271,271,0,129,129,0,142,142,0,92,"Loop"
109,2,137010000,137010000,0,827,827,0,575,575,0,252,252,0,92,"Loop"
109,3,44624.4,44624.4,0,474,474,0,330,330,0,144,144,0,92,"Loop"
110,0,183256,183256,0,168,168,0,5,5,0,163,163,0,120,"Plowing"
110,1,108902,108902,0,166,166,0,10,10,0,156,156,0,120,"Plowing"
110,2,197400,197400,0,171,171,0,7,7,0,164,164,0,120,"Plowing"
110,3,0,0,0,34,34,0,193,193,0,-159,-159,0,120,"Plowing"
111,0,93855.4,93855.4,0,187,187,0,33,33,0,154,154,0,98,"Pattern cycling"
111,1,75091.9,75091.9,0,180,180,0,29,29,0,151,151,0,98,"Pattern cycling"
111,2,48068.5,48068.5,0,168,168,0,23,23,0,145,145,0,98,"Pattern cycling"
111,3,16975.4,16975.4,0,172,172,0,41,41,0,131,131,0,98,"Pattern cycling"
112,0,15759.1,15759.1,0,145,145,0,15,15,0,130,130,0,47,"Plowing"
112,1,11705.1,11705.1,0,143,143,0,17,17,0,126,126,0,47,"Plowing"
112,2,6955.92,6955.92,0,136,136,0,17,17,0,119,119,0,47,"Plowing"
112,3,8694.03,8694.03,0,143,143,0,21,21,0,122,122,0,47,"Plowing"
113,0,22854.6,22854.6,0,153,153,0,18,18,0,135,135,0,74,"Pattern cycling"
113,1,6955.92,6955.92,0,150,150,0,31,31,0,119,119,0,74,"Pattern cycling"
113,2,35703.1,35703.1,0,157,157,0,16,16,0,141,141,0,74,"Pattern cycling"
113,3,38458.7,38458.7,0,158,158,0,16,16,0,142,142,0,74,"Pattern cycling"
114,0,1965.38,1965.38,0,116,116,0,14,14,0,102,102,0,59,"Pattern cycling"
114,1,16975.4,16975.4,0,162,162,0,31,31,0,131,131,0,59,"Pattern cycling"
114,2,2280.47,2280.47,0,135,135,0,31,31,0,104,104,0,59,"Pattern cycling"
114,3,18285.5,18285.5,0,168,168,0,36,36,0,132,132,0,59,"Pattern cycling"
115,0,24618.6,24618.6,0,183,183,0,47,47,0,136,136,0,106,"Plowing"
115,1,60079.6,60079.6,0,218,218,0,70,70,0,148,148,0,106,"Plowing"
115,2,447221,447221,0,243,243,0,68,68,0,175,175,0,106,"Plowing"
115,3,694.073,694.073,0,154,154,0,66,66,0,88,88,0,106,"Plowing"
116,0,24780600,24780600,0,234,234,0,5,5,0,229,229,0,187,"Spiraling"
116,1,3329020,3329020,0,208,208,0,6,6,0,202,202,0,187,"Spiraling"
116,2,28753400,28753400,0,238,238,0,7,7,0,231,231,0,187,"Spiraling"
116,3,0,0,0,0,0,0,332,332,0,-332,-332,0,187,"Spiraling"
117,0,22854.6,22854.6,0,154,154,0,19,19,0,135,135,0,83,"Pattern cycling"
117,1,30770.1,30770.1,0,146,146,0,7,7,0,139,139,0,83,"Pattern cycling"
117,2,126361,126361,0,165,165,0,7,7,0,158,158,0,83,"Pattern cycling"
117,3,80887.6,80887.6,0,202,202,0,50,50,0,152,152,0,83,"Pattern cycling"
118,0,13671000,13671000,0,263,263,0,42,42,0,221,221,0,185,"Pattern cycling"
118,1,2663490,2663490,0,233,233,0,34,34,0,199,199,0,185,"Pattern cycling"
118,2,33363100,33363100,0,311,311,0,78,78,0,233,233,0,185,"Pattern cycling"
118,3,28753400,28753400,0,284,284,0,53,53,0,231,231,0,185,"Pattern cycling"
119,0,5601930,5601930,0,220,220,0,11,11,0,209,209,0,188,"Spiraling"
119,1,267516000,267516000,0,274,274,0,13,13,0,261,261,0,188,"Spiraling"
119,2,30972600,30972600,0,243,243,0,11,11,0,232,232,0,188,"Spiraling"
119,3,22854.6,22854.6,0,144,144,0,9,9,0,135,135,0,188,"Spiraling"
120,0,415177,415177,0,246,246,0,72,72,0,174,174,0,123,"Pattern cycling"
120,1,28565.4,28565.4,0,181,181,0,43,43,0,138,138,0,123,"Pattern cycling"
120,2,117307,117307,0,293,293,0,136,136,0,157,157,0,123,"Pattern cycling"
120,3,48068.5,48068.5,0,218,218,0,73,73,0,145,145,0,123,"Pattern cycling"
121,0,4796.36,4796.36,0,150,150,0,36,36,0,114,114,0,34,"Pattern cycling"
121,1,18285.5,18285.5,0,155,155,0,23,23,0,132,132,0,34,"Pattern cycling"
121,2,4133.65,4133.65,0,151,151,0,39,39,0,112,112,0,34,"Pattern cycling"
121,3,10087.8,10087.8,0,156,156,0,32,32,0,124,124,0,34,"Pattern cycling"
122,0,157936,157936,0,169,169,0,8,8,0,161,161,0,126,"Pattern cycling"
122,1,69711.5,69711.5,0,156,156,0,6,6,0,150,150,0,126,"Pattern cycling"
122,2,136114,136114,0,164,164,0,5,5,0,159,159,0,126,"Pattern cycling"
122,3,0,0,0,35,35,0,524,524,0,-489,-489,0,126,"Pattern cycling"
123,0,1175640,1175640,0,218,218,0,30,30,0,188,188,0,166,"Plowing"
123,1,415177,415177,0,215,215,0,41,41,0,174,174,0,166,"Plowing"
123,2,1469400,1469400,0,234,234,0,43,43,0,191,191,0,166,"Plowing"
123,3,0,0,0,15,15,0,1098,1098,0,-1083,-1083,0,166,"Plowing"
124,0,2472650,2472650,0,219,219,0,21,21,0,198,198,0,177,"Spiraling"
124,1,4160860,4160860,0,234,234,0,29,29,0,205,205,0,177,"Spiraling"
124,2,3862730,3862730,0,237,237,0,33,33,0,204,204,0,177,"Spiraling"
124,3,1704980,1704980,0,240,240,0,47,47,0,193,193,0,177,"Spiraling"
125,0,28565.4,28565.4,0,215,215,0,77,77,0,138,138,0,70,"Reactive meandering"
125,1,14629.9,14629.9,0,212,212,0,83,83,0,129,129,0,70,"Reactive meandering"
125,2,21217.1,21217.1,0,206,206,0,72,72,0,134,134,0,70,"Reactive meandering"
125,3,41427,41427,0,218,218,0,75,75,0,143,143,0,70,"Reactive meandering"
126,0,602111,602111,0,212,212,0,33,33,0,179,179,0,135,"Plowing"
126,1,212635,212635,0,199,199,0,34,34,0,165,165,0,135,"Plowing"
126,2,3090490,3090490,0,243,243,0,42,42,0,201,201,0,135,"Plowing"
126,3,32.9283,32.9283,0,104,104,0,57,57,0,47,47,0,135,"Plowing"
127,0,1824.56,1824.56,0,132,132,0,31,31,0,101,101,0,20,"Pattern cycling"
127,1,15759.1,15759.1,0,147,147,0,17,17,0,130,130,0,20,"Pattern cycling"
127,2,9365.04,9365.04,0,140,140,0,17,17,0,123,123,0,20,"Pattern cycling"
127,3,1006.58,1006.58,0,125,125,0,32,32,0,93,93,0,20,"Pattern cycling"
128,0,1258.1,1258.1,0,96,96,0,0,0,0,96,96,0,9,"Pattern cycling"
128,1,934.459,934.459,0,94,94,0,2,2,0,92,92,0,9,"Pattern cycling"
128,2,867.504,867.504,0,94,94,0,3,3,0,91,91,0,9,"Pattern cycling"
128,3,0,0,0,6,6,0,1087,1087,0,-1081,-1081,0,9,"Pattern cycling"
129,0,805.346,805.346,0,108,108,0,18,18,0,90,90,0,13,"Pattern cycling"
129,1,2117.07,2117.07,0,112,112,0,9,9,0,103,103,0,13,"Pattern cycling"
129,2,1355.2,1355.2,0,112,112,0,15,15,0,97,97,0,13,"Pattern cycling"
129,3,330.003,330.003,0,93,93,0,15,15,0,78,78,0,13,"Pattern cycling"
130,0,7492.79,7492.79,0,186,186,0,66,66,0,120,120,0,25,"Plowing"
130,1,11705.1,11705.1,0,239,239,0,113,113,0,126,126,0,25,"Plowing"
130,2,2646.07,2646.07,0,180,180,0,74,74,0,106,106,0,25,"Plowing"
130,3,934.459,934.459,0,174,174,0,82,82,0,92,92,0,25,"Plowing"
131,0,810646,810646,0,221,221,0,38,38,0,183,183,0,139,"Pattern cycling"
131,1,265767,265767,0,257,257,0,89,89,0,168,168,0,139,"Pattern cycling"
131,2,229046,229046,0,220,220,0,54,54,0,166,166,0,139,"Pattern cycling"
131,3,108902,108902,0,215,215,0,59,59,0,156,156,0,139,"Pattern cycling"
132,0,10866.4,10866.4,0,140,140,0,15,15,0,125,125,0,52,"Pattern cycling"
132,1,6955.92,6955.92,0,198,198,0,79,79,0,119,119,0,52,"Pattern cycling"
132,2,108902,108902,0,229,229,0,73,73,0,156,156,0,52,"Pattern cycling"
132,3,2280.47,2280.47,0,130,130,0,26,26,0,104,104,0,52,"Pattern cycling"
133,0,16975.4,16975.4,0,149,149,0,18,18,0,131,131,0,60,"Pattern cycling"
133,1,22854.6,22854.6,0,148,148,0,13,13,0,135,135,0,60,"Pattern cycling"
133,2,41427,41427,0,164,164,0,21,21,0,143,143,0,60,"Pattern cycling"
133,3,0,0,0,25,25,0,586,586,0,-561,-561,0,60,"Pattern cycling"
134,0,2663490,2663490,0,248,248,0,49,49,0,199,199,0,175,"Plowing"
134,1,44918100,44918100,0,337,337,0,100,100,0,237,237,0,175,"Plowing"
134,2,4827920,4827920,0,247,247,0,40,40,0,207,207,0,175,"Plowing"
134,3,2663490,2663490,0,311,311,0,112,112,0,199,199,0,175,"Plowing"
135,0,87130.6,87130.6,0,157,157,0,4,4,0,153,153,0,117,"Pattern cycling"
135,1,55774.8,55774.8,0,151,151,0,4,4,0,147,147,0,117,"Pattern cycling"
135,2,51778.5,51778.5,0,150,150,0,4,4,0,146,146,0,117,"Pattern cycling"
135,3,87130.6,87130.6,0,194,194,0,41,41,0,153,153,0,117,"Pattern cycling"
136,0,1991340000,1991340000,0,334,334,0,46,46,0,288,288,0,194,"Spiraling"
136,1,41974100000,41974100000,0,382,382,0,53,53,0,329,329,0,194,"Spiraling"
136,2,11859700000,11859700000,0,365,365,0,53,53,0,312,312,0,194,"Spiraling"
136,3,757515000,757515000,0,329,329,0,54,54,0,275,275,0,194,"Spiraling"
137,0,8694.03,8694.03,0,138,138,0,16,16,0,122,122,0,48,"Pattern cycling"
137,1,6955.92,6955.92,0,151,151,0,32,32,0,119,119,0,48,"Pattern cycling"
137,2,8694.03,8694.03,0,156,156,0,34,34,0,122,122,0,48,"Pattern cycling"
137,3,934.459,934.459,0,133,133,0,41,41,0,92,92,0,48,"Pattern cycling"
138,0,11705.1,11705.1,0,150,150,0,24,24,0,126,126,0,64,"Pattern cycling"
138,1,30770.1,30770.1,0,165,165,0,26,26,0,139,139,0,64,"Pattern cycling"
138,2,18285.5,18285.5,0,159,159,0,27,27,0,132,132,0,64,"Pattern cycling"
138,3,136114,136114,0,215,215,0,56,56,0,159,159,0,64,"Pattern cycling"
139,0,3837.47,3837.47,0,123,123,0,12,12,0,111,111,0,31,"Pattern cycling"
139,1,2280.47,2280.47,0,116,116,0,12,12,0,104,104,0,31,"Pattern cycling"
139,2,11705.1,11705.1,0,134,134,0,8,8,0,126,126,0,31,"Pattern cycling"
139,3,330.003,330.003,0,102,102,0,24,24,0,78,78,0,31,"Pattern cycling"
140,0,387966000,387966000,0,286,286,0,20,20,0,266,266,0,191,"Pattern cycling"
140,1,267516000,267516000,0,318,318,0,57,57,0,261,261,0,191,"Pattern cycling"
140,2,946798000,946798000,0,334,334,0,56,56,0,278,278,0,191,"Pattern cycling"
140,3,878959000,878959000,0,345,345,0,68,68,0,277,277,0,191,"Pattern cycling"
141,0,752563,752563,0,214,214,0,32,32,0,182,182,0,168,"Pattern cycling"
141,1,1704980,1704980,0,216,216,0,23,23,0,193,193,0,168,"Pattern cycling"
141,2,1469400,1469400,0,243,243,0,52,52,0,191,191,0,168,"Pattern cycling"
141,3,447221,447221,0,220,220,0,45,45,0,175,175,0,168,"Pattern cycling"
142,0,1013210,1013210,0,231,231,0,45,45,0,186,186,0,153,"Pattern cycling"
142,1,26693200,26693200,0,266,266,0,36,36,0,230,230,0,153,"Pattern cycling"
142,2,518919,518919,0,234,234,0,57,57,0,177,177,0,153,"Pattern cycling"
142,3,415177,415177,0,248,248,0,74,74,0,174,174,0,153,"Pattern cycling"
143,0,19696.8,19696.8,0,140,140,0,7,7,0,133,133,0,137,"Pattern cycling"
143,1,286279,286279,0,174,174,0,5,5,0,169,169,0,137,"Pattern cycling"
143,2,157936,157936,0,178,178,0,17,17,0,161,161,0,137,"Pattern cycling"
143,3,810646,810646,0,196,196,0,13,13,0,183,183,0,137,"Pattern cycling"
144,0,230554000,230554000,0,345,345,0,86,86,0,259,259,0,190,"Pattern cycling"
144,1,2663490,2663490,0,254,254,0,55,55,0,199,199,0,190,"Pattern cycling"
144,2,24780600,24780600,0,308,308,0,79,79,0,229,229,0,190,"Pattern cycling"
144,3,94473000,94473000,0,320,320,0,73,73,0,247,247,0,190,"Pattern cycling"
145,0,3862730,3862730,0,236,236,0,32,32,0,204,204,0,183,"Spiraling"
145,1,334361000,334361000,0,330,330,0,66,66,0,264,264,0,183,"Spiraling"
145,2,14726200,14726200,0,255,255,0,33,33,0,222,222,0,183,"Spiraling"
145,3,41699600,41699600,0,285,285,0,49,49,0,236,236,0,183,"Spiraling"
146,0,156.903,156.903,0,93,93,0,25,25,0,68,68,0,4,"Reactive meandering"
146,1,330.003,330.003,0,102,102,0,24,24,0,78,78,0,4,"Reactive meandering"
146,2,694.073,694.073,0,106,106,0,18,18,0,88,88,0,4,"Reactive meandering"
146,3,306.358,306.358,0,97,97,0,20,20,0,77,77,0,4,"Reactive meandering"
147,0,182.058,182.058,0,172,172,0,102,102,0,70,70,0,3,"Loop"
147,1,382.909,382.909,0,190,190,0,110,110,0,80,80,0,3,"Loop"
147,2,284.407,284.407,0,270,270,0,194,194,0,76,76,0,3,"Loop"
147,3,284.407,284.407,0,211,211,0,135,135,0,76,76,0,3,"Loop"
148,0,30770.1,30770.1,0,170,170,0,31,31,0,139,139,0,136,"Pattern cycling"
148,1,481738,481738,0,184,184,0,8,8,0,176,176,0,136,"Pattern cycling"
148,2,60079.6,60079.6,0,191,191,0,43,43,0,148,148,0,136,"Pattern cycling"
148,3,212635,212635,0,201,201,0,36,36,0,165,165,0,136,"Pattern cycling"
149,0,48068.5,48068.5,0,158,158,0,13,13,0,145,145,0,99,"Spiraling"
149,1,87130.6,87130.6,0,164,164,0,11,11,0,153,153,0,99,"Spiraling"
149,2,157936,157936,0,173,173,0,12,12,0,161,161,0,99,"Spiraling"
149,3,0,0,0,0,0,0,1,1,0,-1,-1,0,99,"Spiraling"
150,0,10154200,10154200,0,431,431,0,214,214,0,217,217,0,184,"Loop"
150,1,26693200,26693200,0,489,489,0,259,259,0,230,230,0,184,"Loop"
150,2,38711800,38711800,0,425,425,0,190,190,0,235,235,0,184,"Loop"
150,3,2131000,2131000,0,430,430,0,234,234,0,196,196,0,184,"Loop"
151,0,22854.6,22854.6,0,164,164,0,29,29,0,135,135,0,61,"Pattern cycling"
151,1,9365.04,9365.04,0,138,138,0,15,15,0,123,123,0,61,"Pattern cycling"
151,2,6955.92,6955.92,0,141,141,0,22,22,0,119,119,0,61,"Pattern cycling"
151,3,16975.4,16975.4,0,183,183,0,52,52,0,131,131,0,61,"Pattern cycling"
152,0,1258.1,1258.1,0,110,110,0,14,14,0,96,96,0,28,"Pattern cycling"
152,1,2850.3,2850.3,0,113,113,0,6,6,0,107,107,0,28,"Pattern cycling"
152,2,4133.65,4133.65,0,121,121,0,9,9,0,112,112,0,28,"Pattern cycling"
152,3,2850.3,2850.3,0,149,149,0,42,42,0,107,107,0,28,"Pattern cycling"
153,0,2646.07,2646.07,0,116,116,0,10,10,0,106,106,0,26,"Pattern cycling"
153,1,3837.47,3837.47,0,121,121,0,10,10,0,111,111,0,26,"Pattern cycling"
153,2,1459.8,1459.8,0,124,124,0,26,26,0,98,98,0,26,"Pattern cycling"
153,3,18285.5,18285.5,0,166,166,0,34,34,0,132,132,0,26,"Pattern cycling"
154,0,18285.5,18285.5,0,137,137,0,5,5,0,132,132,0,147,"Spiraling"
154,1,558969,558969,0,182,182,0,4,4,0,178,178,0,147,"Spiraling"
154,2,385429,385429,0,177,177,0,4,4,0,173,173,0,147,"Spiraling"
154,3,694.073,694.073,0,96,96,0,8,8,0,88,88,0,147,"Spiraling"
155,0,55774.8,55774.8,0,152,152,0,5,5,0,147,147,0,76,"Pattern cycling"
155,1,26518.6,26518.6,0,156,156,0,19,19,0,137,137,0,76,"Pattern cycling"
155,2,24618.6,24618.6,0,147,147,0,11,11,0,136,136,0,76,"Pattern cycling"
155,3,1167.96,1167.96,0,116,116,0,21,21,0,95,95,0,76,"Pattern cycling"
156,0,3562.51,3562.51,0,181,181,0,71,71,0,110,110,0,10,"Loop"
156,1,934.459,934.459,0,172,172,0,80,80,0,92,92,0,10,"Loop"
156,2,694.073,694.073,0,168,168,0,80,80,0,88,88,0,10,"Loop"
156,3,444.297,444.297,0,165,165,0,83,83,0,82,82,0,10,"Loop"
157,0,14629.9,14629.9,0,135,135,0,6,6,0,129,129,0,113,"Pattern cycling"
157,1,87130.6,87130.6,0,176,176,0,23,23,0,153,153,0,113,"Pattern cycling"
157,2,15759.1,15759.1,0,137,137,0,7,7,0,130,130,0,113,"Pattern cycling"
157,3,69711.5,69711.5,0,180,180,0,30,30,0,150,150,0,113,"Pattern cycling"
158,0,810646,810646,0,211,211,0,28,28,0,183,183,0,160,"Reactive meandering"
158,1,1469400,1469400,0,218,218,0,27,27,0,191,191,0,160,"Reactive meandering"
158,2,415177,415177,0,199,199,0,25,25,0,174,174,0,160,"Reactive meandering"
158,3,1704980,1704980,0,232,232,0,39,39,0,193,193,0,160,"Reactive meandering"
